date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:14:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:45%20GMT	http://watracz.com/assets/favicon/mstile-144x144.png	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/assets/favicon/mstile-144x144.png	(from https://watracz.com/)
13:14:47	6449/6449	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Sep%202018%2009:15:47%20GMT	https://watracz.com/assets/favicon/mstile-144x144.png	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/assets/favicon/mstile-144x144.png	(from https://watracz.com/)
13:14:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:45%20GMT	http://watracz.com/browserconfig.xml	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/browserconfig.xml	(from https://watracz.com/)
13:14:48	56909/56909	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Jun%202022%2007:53:16%20GMT	https://watracz.com/browserconfig.xml	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/browserconfig.xml	(from https://watracz.com/)
13:14:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:46%20GMT	http://watracz.com/assets/images/page-home.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/assets/images/page-home.jpg	(from https://watracz.com/)
13:14:48	63828/63828	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Sep%202019%2016:59:11%20GMT	https://watracz.com/assets/images/page-home.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/assets/images/page-home.jpg	(from https://watracz.com/)
13:14:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:46%20GMT	http://watracz.com/assets/fonts/webfonts.css?v=2.5.18	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/assets/fonts/webfonts4b63.css	(from https://watracz.com/)
13:14:50	3134/3134	---M-Z	200	added ('OK')	text/css	date:Sun,%2015%20Dec%202019%2011:45:55%20GMT	https://watracz.com/assets/fonts/webfonts.css?v=2.5.18	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/assets/fonts/webfonts4b63.css	(from https://watracz.com/)
13:14:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:48%20GMT	http://watracz.com/css/build.min.css?v=2.5.18	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/css/build.min4b63.css	(from https://watracz.com/)
13:14:51	147218/147218	---M-Z	200	added ('OK')	text/css	date:Wed,%2001%20Jun%202022%2007:53:18%20GMT	https://watracz.com/css/build.min.css?v=2.5.18	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/css/build.min4b63.css	(from https://watracz.com/)
13:14:51	918/918	---MC-	200	added ('OK')	text/javascript	date:Tue,%2011%20Apr%202023%2010:14:49%20GMT	https://www.google.com/recaptcha/api.js?onload=recaptchaOnloadCallback&render=explicit	C:/Users/User/projects/rynawebsite/rynawebsite/www.google.com/recaptcha/api9369.js	(from https://watracz.com/)
13:14:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:49%20GMT	http://watracz.com/assets/loader/loader-home.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/assets/loader/loader-home.jpg	(from https://watracz.com/)
13:14:52	66473/66473	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202019%2020:43:48%20GMT	https://watracz.com/assets/loader/loader-home.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/assets/loader/loader-home.jpg	(from https://watracz.com/)
13:14:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:49%20GMT	http://watracz.com/about	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/about	(from https://watracz.com/)
13:14:52	72328/72328	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jun%202022%2007:53:16%20GMT	https://watracz.com/about	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/about.html	(from https://watracz.com/)
13:14:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:50%20GMT	http://watracz.com/contact	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/contact	(from https://watracz.com/)
13:14:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:51%20GMT	http://watracz.com/assets/images/bg_home_2.svg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/assets/images/bg_home_2.svg	(from https://watracz.com/)
13:14:53	61352/61352	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jun%202022%2007:53:17%20GMT	https://watracz.com/contact	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/contact.html	(from https://watracz.com/)
13:14:54	3012/3012	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2022%20Sep%202019%2016:59:10%20GMT	https://watracz.com/assets/images/bg_home_2.svg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/assets/images/bg_home_2.svg	(from https://watracz.com/)
13:14:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:51%20GMT	http://watracz.com/project/basicux	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/basicux	(from https://watracz.com/)
13:14:54	69681/69681	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jun%202022%2007:53:22%20GMT	https://watracz.com/project/basicux	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/basicux.html	(from https://watracz.com/)
13:14:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:52%20GMT	http://watracz.com/images/tile_basicux.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_basicux.jpg	(from https://watracz.com/)
13:14:55	116821/116821	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jun%202019%2009:39:19%20GMT	https://watracz.com/images/tile_basicux.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_basicux.jpg	(from https://watracz.com/)
13:14:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:52%20GMT	http://watracz.com/project/triniso	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/triniso	(from https://watracz.com/)
13:14:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:54%20GMT	http://watracz.com/images/tile_triniso.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_triniso.jpg	(from https://watracz.com/)
13:14:57	67321/67321	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jun%202022%2007:53:27%20GMT	https://watracz.com/project/triniso	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/triniso.html	(from https://watracz.com/)
13:14:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:55%20GMT	http://watracz.com/project/symova	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/symova	(from https://watracz.com/)
13:14:57	125138/125138	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202019%2020:43:50%20GMT	https://watracz.com/images/tile_triniso.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_triniso.jpg	(from https://watracz.com/)
13:14:57	66091/66091	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jun%202022%2007:53:26%20GMT	https://watracz.com/project/symova	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/symova.html	(from https://watracz.com/)
13:14:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:55%20GMT	http://watracz.com/images/tile_symova.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_symova.jpg	(from https://watracz.com/)
13:15:00	88789/88789	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202019%2020:43:50%20GMT	https://watracz.com/images/tile_symova.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_symova.jpg	(from https://watracz.com/)
13:15:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:56%20GMT	http://watracz.com/project/pmr	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/pmr	(from https://watracz.com/)
13:15:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:58%20GMT	http://watracz.com/images/tile_pmr.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_pmr.jpg	(from https://watracz.com/)
13:15:01	67410/67410	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jun%202022%2007:53:25%20GMT	https://watracz.com/project/pmr	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/pmr.html	(from https://watracz.com/)
13:15:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:14:59%20GMT	http://watracz.com/project/sonicsmith	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/sonicsmith	(from https://watracz.com/)
13:15:02	125018/125018	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202019%2020:43:50%20GMT	https://watracz.com/images/tile_pmr.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_pmr.jpg	(from https://watracz.com/)
13:15:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:15:00%20GMT	http://watracz.com/images/tile_sonicsmith.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_sonicsmith.jpg	(from https://watracz.com/)
13:15:04	65296/65296	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jun%202022%2007:53:25%20GMT	https://watracz.com/project/sonicsmith	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/sonicsmith.html	(from https://watracz.com/)
13:15:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:15:02%20GMT	http://watracz.com/project/lessdoing	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/lessdoing	(from https://watracz.com/)
13:15:06	123314/123314	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202019%2020:43:50%20GMT	https://watracz.com/images/tile_sonicsmith.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_sonicsmith.jpg	(from https://watracz.com/)
13:15:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:15:04%20GMT	http://watracz.com/images/tile_lessdoing.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_lessdoing.jpg	(from https://watracz.com/)
13:15:08	66924/66924	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jun%202022%2007:53:23%20GMT	https://watracz.com/project/lessdoing	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/lessdoing.html	(from https://watracz.com/)
13:15:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:15:06%20GMT	http://watracz.com/project/iceland	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/iceland	(from https://watracz.com/)
13:15:10	128577/128577	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Dec%202019%2011:46:34%20GMT	https://watracz.com/images/tile_lessdoing.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_lessdoing.jpg	(from https://watracz.com/)
13:15:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:15:08%20GMT	http://watracz.com/images/tile_iceland.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_iceland.jpg	(from https://watracz.com/)
13:15:12	78628/78628	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jun%202022%2007:53:23%20GMT	https://watracz.com/project/iceland	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/iceland.html	(from https://watracz.com/)
13:15:14	84106/84106	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Dec%202019%2011:46:34%20GMT	https://watracz.com/images/tile_iceland.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_iceland.jpg	(from https://watracz.com/)
13:15:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:15:10%20GMT	http://watracz.com/project/photography	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/photography	(from https://watracz.com/)
13:15:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:15:12%20GMT	http://watracz.com/images/tile_photography.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_photography.jpg	(from https://watracz.com/)
13:15:15	82719/82719	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jun%202022%2007:53:24%20GMT	https://watracz.com/project/photography	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/photography.html	(from https://watracz.com/)
13:15:15	133480/133480	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202019%2020:43:50%20GMT	https://watracz.com/images/tile_photography.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_photography.jpg	(from https://watracz.com/)
13:15:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:15:13%20GMT	http://watracz.com/project/pencildrawings	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/pencildrawings	(from https://watracz.com/)
13:15:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:15:14%20GMT	http://watracz.com/images/tile_pencildrawings.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_pencildrawings.jpg	(from https://watracz.com/)
13:15:17	71876/71876	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jun%202022%2007:53:24%20GMT	https://watracz.com/project/pencildrawings	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/project/pencildrawings.html	(from https://watracz.com/)
13:15:17	74965/74965	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202019%2020:43:50%20GMT	https://watracz.com/images/tile_pencildrawings.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/images/tile_pencildrawings.jpg	(from https://watracz.com/)
13:15:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:15:15%20GMT	http://watracz.com/home	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/home	(from https://watracz.com/)
13:15:19	56909/56909	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Jun%202022%2007:53:16%20GMT	https://watracz.com/home	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/home	(from https://watracz.com/)
13:15:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:15:16%20GMT	http://watracz.com/js/lib.min.js?v=2.5.18	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/js/lib.min4b63.js	(from https://watracz.com/)
13:15:19	282542/282542	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2031%20Mar%202021%2019:58:39%20GMT	https://watracz.com/js/lib.min.js?v=2.5.18	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/js/lib.min4b63.js	(from https://watracz.com/)
13:15:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:15:17%20GMT	http://watracz.com/js/build.min.js?v=2.5.18	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/js/build.min4b63.js	(from https://watracz.com/)
13:15:20	32666/32666	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2031%20Mar%202021%2019:58:39%20GMT	https://watracz.com/js/build.min.js?v=2.5.18	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/js/build.min4b63.js	(from https://watracz.com/)
13:15:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:15:18%20GMT	http://watracz.com/assets/loader/loader-about.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/assets/loader/loader-about.jpg	(from https://watracz.com/)
13:15:21	59776/59776	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202019%2020:43:48%20GMT	https://watracz.com/assets/loader/loader-about.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/assets/loader/loader-about.jpg	(from https://watracz.com/)
13:15:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2011%20Apr%202023%2010:15:19%20GMT	http://watracz.com/assets/loader/loader-contact.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/assets/loader/loader-contact.jpg	(from https://watracz.com/)
13:15:24	91373/91373	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202019%2020:43:48%20GMT	https://watracz.com/assets/loader/loader-contact.jpg	C:/Users/User/projects/rynawebsite/rynawebsite/watracz.com/assets/loader/loader-contact.jpg	(from https://watracz.com/)
